SKU,SAP PRODUCT DESC EN,SAP PRODUCT DESC FR,SKU STATUS,CATEGORY,SUB CATEGORY,CLASS,BRAND,DEVICE OEM,DEVICE,COLOUR,VENDOR,PART NUMBER,UPC,CURRENCY,ORIGINAL MSRP,CURRENT MSRP
NSMT1242,FITBIT CHARGE 2 ACTVTYTRCKER LARGEBLACK,FitbitCharge2 trcquerdactvite noir grand,ND,06 - Health & Fitness,Fitness,Tracker,Fitbit,Universal,Charge 2 Device,,MICROCEL TECHNICAL SERVICES,FB407SBKL-CAN,8.10351E+11,CAD,$199.00,$99.99
NSMT1242DIS,FITBIT CHRG 2 ACTVTYTRCKR LRGBLK DISPLAY,FitbitChrg2 trqrdctvte noir grnd DISPLAY,ND,06 - Health & Fitness,Fitness,Tracker,Fitbit,Universal,Charge 2 Device,Black,MICROCEL TECHNICAL SERVICES,FB407SBKL-CAN,6.29018E+11,CAD,$0.00,$0.00
NSMT1243,FITBIT CHARGE 2 ACTVTY TRCKER SMLLBLACK,FitbitCharge2 trcquerdactvite noir petit,ND,06 - Health & Fitness,Fitness,Tracker,Fitbit,Universal,Charge 2 Device,,MICROCEL TECHNICAL SERVICES,FB407SBKS-CAN,8.10351E+11,CAD,$199.00,$99.99
NSMT1244,FITBIT CHARGE 2 ACTVTY TRCKER LARGEPLUM,FitbitCharge2 trcquerdactvite grand Prun,ND,06 - Health & Fitness,Fitness,Tracker,Fitbit,Universal,Charge 2 Device,,MICROCEL TECHNICAL SERVICES,FB407SPML-CAN,8.16137E+11,CAD,$199.99,$99.99
NSMT1245,FITBIT CHARGE 2 ACTVTY TRCKER SMALLPLUM,FitbitCharge2 trcquerdactvite petit Prun,ND,06 - Health & Fitness,Fitness,Tracker,Fitbit,Universal,Charge 2 Device,,MICROCEL TECHNICAL SERVICES,FB407SPMS-CAN,8.16137E+11,CAD,$199.99,$99.99
NSMT1246,FITBITCHARGE2 ACTVTYTRCK SPEDTN SMLRSGLD,FitbitChrg2 TrcqrActvte EdnSp PetRseDore,ND,06 - Health & Fitness,Fitness,Tracker,Fitbit,Universal,Charge 2 Device,,MICROCEL TECHNICAL SERVICES,FB407RGLVS-CAN,8.16137E+11,CAD,$229.99,$99.99
NSMT1247,APPLEWATCHS2 38MM SPGR AL BLK SPRT BAND,AppleWatchS2 38mm Gris Al Noir Sprt Band,ND,07 - Other,Smart Watch,Accessory,Apple,Apple,Apple Watch,,APPLE CANADA,MP0D2CL/A,1.90198E+11,CAD,$359.99,$359.99
NSMT1248,APPLEWATCHS2 38MM SPGR AL BLK WOVENNYLON,AppleWatchS2 38mm Gris Al Nr WovenNylon,ND,07 - Other,Smart Watch,Conn Smart Watch,Apple,Apple,Apple Watch,,APPLE CANADA,MP052CL/A,1.90198E+11,CAD,$489.99,$489.99
NSMT1249,APPLEWATCH S2 38MM SLVR AL WHITE SPORT,AppleWatch S2 38mm Argnt AL Blanc Sport,ND,07 - Other,Smart Watch,Conn Smart Watch,Apple,Apple,Apple Watch,,APPLE CANADA,MNNW2CL/A,1.90198E+11,CAD,$359.99,$359.99
NSMT1250,APPLEWATCH S2 38MM RSGLD AL PINKSND SPRT,AppleWatch S2 38mm RsDore Al Rose Sprt,ND,07 - Other,Smart Watch,Conn Smart Watch,Apple,Apple,Apple Watch,,APPLE CANADA,MNNY2CL/A,1.90198E+11,CAD,$359.99,$359.99
NSMT1251,APPLEWATCH S2 38MM STNLSS STL WHITESPORT,AppleWatch S2 38mm Stnlss Stl WhiteSport,ND,07 - Other,Smart Watch,Conn Smart Watch,Apple,Apple,Apple Watch,,APPLE CANADA,MNP42CL/A,1.90198E+11,CAD,$699.99,$699.99
NSMT1252,APPLEWATCH S2 42MM SPBLK STNLSSSTL SPBLK,AppleWatch S2 42mm GrNr StnlssStl Spnoir,ND,07 - Other,Smart Watch,Conn Smart Watch,Apple,Apple,Apple Watch Series 2,,APPLE CANADA,MP4A2CL/A,1.90198E+11,CAD,$919.99,$509.99
NSMT1253,APPLEWATCH S2 38MM STNLSSSTL WHITE SPORT,AppleWatch S2 38mm StnlssStl Blanc Sport,ND,07 - Other,Smart Watch,Conn Smart Watch,Apple,Apple,Apple Watch Series 2,,APPLE CANADA,MNP42CL/A,1.90198E+11,CAD,$699.99,$699.99
NSMT1254,APPLEWATCH S1 42MM SPGRY AL BLKSPRT DEMO,AppleWatch S1 42mm Gris Al NoirSprt DEMO,ND,07 - Other,Smart Watch,Conn Smart Watch,Apple,Apple,Apple Watch Series 1,,APPLE CANADA,3C565C/A,1.90198E+11,CAD,$0.00,$0.00
NSMT1255,APPLEWATCHS1 38MM RSGD AL PNKSND SPRTDEM,AppleWatchS1 38mm RsDore Al Rose SprtDEM,ND,07 - Other,Smart Watch,Conn Smart Watch,Apple,Apple,Apple Watch,,APPLE CANADA,3C318C/A,,CAD,$0.00,$0.00
NSMT1256,APPLE WATCH S1 38MM ROSEGOLD AL PKSD SP,APPLE WATCH S1 38MM ROSEGOLD AL PKSD SP,ND,07 - Other,Smart Watch,Conn Smart Watch,Apple,Apple Watch,Apple Watch Series 1,Rose Gold,APPLE CANADA,MNNH2CL/A,1.90198E+11,CAD,$359.00,$359.00
NSMT1257,APPLE WATCH S2 42MM SPGREY AL BLACK SP,APPLE WATCH S2 42MM SPGR AL NOIR SP,ND,07 - Other,Smart Watch,Conn Smart Watch,Apple,Apple Watch,Apple Watch Series 2,Space Grey,APPLE CANADA,MP062CL/A,1.90198E+11,CAD,$529.00,$359.99
NSMT2000,SAMSUNG GEAR S3 CLASSIC,SAMSUNG GEAR S3 CLASSIC,ND,07 - Other,Smart Watch,Conn Smart Watch,Samsung,Samsung,Universal,,SAMSUNG ELECTRONICS CANADA,SM-R770NZSAXAC,8.87E+11,CAD,$0.00,$469.99
NSMT2000DIS,SAMSUNG GEAR S3 CLASSIC DISPLAY,Samsung Gear S3 Classique Display,ND,07 - Other,Smart Watch,Conn Smart Watch,Samsung,Samsung,Universal,,SAMSUNG ELECTRONICS CANADA,SM-R770NZSAXAC,8.87E+11,CAD,$0.00,$0.00
NSMT2001,FITBIT ALTA HR BLACK GUNMETAL LARGE,Fitbit Alta HR Noir Gunmetal Grand,ND,06 - Health & Fitness,Fitness,Tracker,Fitbit,Universal,Alta HR Device,,MICROCEL TECHNICAL SERVICES,FB408GMBKL-CAN,8.16E+11,CAD,$229.95,$189.99
NSMT2002,FITBIT ALTA HR PINK ROSE GOLD SMALL,Fitbit Alta HR Rose Dore Petit,ND,06 - Health & Fitness,Fitness,Tracker,Fitbit,Universal,Alta HR Device,,MICROCEL TECHNICAL SERVICES,FB408RGPKS-CAN,8.16E+11,CAD,$229.95,$189.99
NSMT2003,FITBIT ALTA HR BLACK LARGE,Fitbit Alta HR Noir Grand,ND,06 - Health & Fitness,Fitness,Tracker,Fitbit,Universal,Alta HR Device,,MICROCEL TECHNICAL SERVICES,FB408SBKL-CAN,8.16E+11,CAD,$199.95,$169.99
NSMT2003DIS,FITBIT ALTA HR BLACK LARGE DUMMY,Fitbit Flex2 traqerdactvte lavnd display,ZZ,06 - Health & Fitness,Fitness,Tracker,Fitbit,Universal,Alta HR Device,,MICROCEL TECHNICAL SERVICES,FB403LV-CAN,6.29E+11,CAD,$0.00,$0.00
NSMT2004,FITBIT ALTA HR BLACK SMALL,Fitbit Alta HR Noir Petit,ND,06 - Health & Fitness,Fitness,Tracker,Fitbit,Universal,Alta HR Device,,MICROCEL TECHNICAL SERVICES,FB408SBKS-CAN,8.16E+11,CAD,$199.95,$169.99
NSMT2005,FITBIT ALTA HR BLUE GREY LARGE,Fitbit Alta HR Bleu Gris Grand,ND,06 - Health & Fitness,Fitness,Tracker,Fitbit,Universal,Alta HR Device,,MICROCEL TECHNICAL SERVICES,FB408SGYL-CAN,8.16E+11,CAD,$199.95,$199.99
NSMT2006,FITBIT ALTA HR BLUE GREY SMALL,Fitbit Alta HR Bleu Gris Petit,ND,06 - Health & Fitness,Fitness,Tracker,Fitbit,Universal,Alta HR Device,,MICROCEL TECHNICAL SERVICES,FB408SGYS-CAN,8.16E+11,CAD,$199.95,$199.95
NSMT2007,MIO SLICE HR ACTVITY TRACKR SMALL STONE,Mio Slice HR Actvity Trackr Petit Stone,ND,06 - Health & Fitness,Fitness,Tracker,MIO,Universal,Universal,,MIO,60P-STO-SMA,6.93E+11,CAD,$149.00,$79.99
NSMT2008,MIO SLICE HR ACTIVTY TRACKR SMALL BLACK,Mio Slice HR Activty Trackr Petit Noir,ND,06 - Health & Fitness,Fitness,Tracker,MIO,Universal,Universal,,MIO,60P-BLK-SMA,6.93E+11,CAD,$149.00,$89.99
NSMT2009,MIO SLICE HR ACTIVITY TRACKER LRG BLACK,Mio Slice HR Activity Tracker Grand Noir,ND,06 - Health & Fitness,Fitness,Tracker,MIO,Universal,Universal,,MIO,60P-BLK-LRG,6.93E+11,CAD,$149.00,$79.99
NSMT2010,NOKIA BODY+ BLACK,NOKIA BODY + NOIR,ND,06 - Health & Fitness,Fitness,Health & Wellness,Nokia,Universal,Universal,,NOKIA,WBS05 Black,6.29E+11,USD,$119.99,$134.99
NSMT2010B,NOKIA BODY+ BLACK BULK,NOKIA BODY + NOIR BULK,ND,06 - Health & Fitness,Fitness,Health & Wellness,Nokia,Universal,Universal,,NOKIA,WBS05 Black,,USD,$119.99,$119.99
NSMT2011,NOKIA BODY + WHITE,NOKIA BODY + BLANC,ZZ,06 - Health & Fitness,Fitness,Health & Wellness,Nokia,Universal,Universal,,NOKIA,WBS05 White,6.29E+11,USD,$119.99,$134.99
NSMT2011B,NOKIA BODY + WHITE BULK,NOKIA BODY + BLANC BULK,ND,06 - Health & Fitness,Fitness,Health & Wellness,Nokia,Universal,Universal,,NOKIA,WBS05 White,,USD,$119.99,$119.99
NSMT2012,NOKIA WIRELESS BLOOD PRESSURE MONITOR,NOKIA TENSIOMETRE SANS-FIL,ND,06 - Health & Fitness,Fitness,Health & Wellness,Nokia,Universal,Universal,,NOKIA,BP-801,6.29E+11,USD,$119.99,$134.99
NSMT2012B,NOKIA WIRELESS BLOODPRESSURE MONITR BULK,NOKIA TENSIOMETRE SANS-FIL BULK,ND,06 - Health & Fitness,Fitness,Health & Wellness,Nokia,Universal,Universal,,NOKIA,BP-801,,USD,$119.99,$119.99
NSMT2013,NOKIA THERMO,NOKIA THERMO,ND,06 - Health & Fitness,Fitness,Health & Wellness,Nokia,Universal,Universal,,NOKIA,SCT01,6.29E+11,USD,$119.99,$134.99
NSMT2013B,NOKIA THERMO BULK,NOKIA THERMO BULK,ND,06 - Health & Fitness,Fitness,Health & Wellness,Nokia,Universal,Universal,,NOKIA,SCT01,,USD,$119.99,$119.99
NSMT2014,NOKIA STEEL HR WHITE 36MM,NOKIA STEEL HR BLANC 36MM,ND,06 - Health & Fitness,Fitness,Smartwatch,Nokia,Universal,Universal,,NOKIA,HWA03 White 36mm,6.29E+11,USD,$219.99,$244.99
NSMT2014B,NOKIA STEEL HR WHITE 36MM BULK,NOKIA STEEL HR BLANC 36MM BULK,ND,06 - Health & Fitness,Fitness,Smartwatch,Nokia,Universal,Universal,,NOKIA,HWA03 White 36mm,,USD,$219.99,$219.99
NSMT2015,NOKIA STEEL HR BLACK 40MM,NOKIA STEEL HR NOIR 40MM,ZZ,06 - Health & Fitness,Fitness,Smartwatch,Nokia,Universal,Universal,,NOKIA,HWA03 Black 40mm,6.29E+11,USD,$229.99,$264.99
NSMT2015B,NOKIA STEEL HR BLACK 40MM BULK,NOKIA STEEL HR NOIR 40MM BULK,ND,06 - Health & Fitness,Fitness,Smartwatch,Nokia,Universal,Universal,,NOKIA,HWA03 Black 40mm,,USD,$229.99,$229.99
NSMT2015DIS,NOKIA STEEL HR BLACK 40MM DISPLAY,NOKIA STEEL HR BLACK 40MM DISPLAY,VB,06 - Health & Fitness,Fitness,Smartwatch,Nokia,Universal,Universal,,NOKIA,HWA03 Black 40mm,6.29E+11,CAD,$0.00,$0.00
NSMT2016,GARMINVIVOSMART3ACTIVITYTRCKR BLK SML,GARMIN VIVOSMART 3 ACTIVITE TRACKER NOIR PETIT,ND,06 - Health & Fitness,Fitness,Tracker,Garmin,Universal,Universal,Black,LIBRATEL,010-01755-00,7.54E+11,CAD,$189.99,$149.99
NSMT2017,GARMINVIVOSMART3ACTIVITYTRCKR BLK LRG,GARMIN VIVOSMART 3 ACTIVITE TRACKER NORI GRANDE,ND,06 - Health & Fitness,Fitness,Tracker,Garmin,Universal,Universal,Black,LIBRATEL,010-01755-03,7.54E+11,CAD,$189.99,$164.99
NSMT2018,APPLE WATCH 38MM PINK SPRTBND SM/ML,APPLE WATCH 38MM ROSE SPRTBND SM/ML,ND,07 - Other,Smart Watch,Conn Smart Watch,Apple,Apple Watch,Apple Watch,Pink,APPLE CANADA,3C407AM/A,6.29E+11,CAD,$69.99,$69.99
NSMT2019,APPLEWATCH 42MM BLACK SPRTBND SM/ML,APPLEWATCH 42MM NOIR SPRT BND SM/ML,ND,07 - Other,Smart Watch,Conn Smart Watch,Apple,Apple,Apple Watch,Black,APPLE CANADA,3C633AM/A,6.29E+11,CAD,$69.99,$69.99
NSMT2020,FITBIT ARIA 2 WIFI SMART SCALE BLACK,FITBIT ARIA 2 WIFI ECHELLE NOIR,ND,06 - Health & Fitness,Fitness,Health & Wellness,Fitbit,Universal,Universal,Black,MICROCEL TECHNICAL SERVICES,FB202BK,8.16E+11,CAD,$169.99,$189.99
NSMT2021,FITBIT ARIA 2 WIFI SMART SCALE WHITE,FITBIT ARIA 2 WIFI ECHELLE BLANC,ND,06 - Health & Fitness,Fitness,Health & Wellness,Fitbit,Universal,Universal,White,MICROCEL TECHNICAL SERVICES,FB202WT,8.16E+11,CAD,$169.99,$169.99
NSMT2022,Apple Watch 42 MM Black Sport Band,Apple Watch 42 MM Noir Sport Band,ND,07 - Other,Smart Watch,Accessory,Apple,Apple,Watch Band,Black,APPLE CANADA,3C633AM/A,6.29E+11,CAD,$53.00,$53.00
NSMT2023,Apple Watch 38 MM Pink Sport Band,Apple Watch 38 MM Rose Sport Band,ND,07 - Other,Smart Watch,Accessory,Apple,Apple,Watch Band,Pink,APPLE CANADA,3C407AM/A,6.29E+11,CAD,$53.00,$53.00
NSMT2024,APPLE WATCH S3 38MM BLACK SPORT LOOP,APPLE WATCH S3 38MM NOIR SPORT LOOP,ND,07 - Other,Smart Watch,Accessory,Apple,Apple Watch,Watch Band,Black,APPLE CANADA,MQVX2AM/A,1.90E+11,CAD,$69.99,$54.99
NSMT2025,APPLE WATCH S3 42MM BLACK SPORT LOOP,APPLE WATCH S3 42MM NOIR SPORT LOOP,ND,07 - Other,Smart Watch,Accessory,Apple,Apple Watch,Watch Band,Black,APPLE CANADA,MQW72AM/A,1.90E+11,CAD,$69.99,$49.99
NSMT2026,APPLEWATCHS338MM MIDNIGHTBLUE SPORT LOOP,APPLEWATCH S338MM BLEU SPORT LOOP,ND,07 - Other,Smart Watch,Accessory,Apple,Apple,Apple,Blue,APPLE CANADA,MQW52AM/A,1.90E+11,CAD,$69.99,$79.99
NSMT2027,APPLEWATCHS342MM MIDNIGHTBLUE SPORT LOOP,APPLEWATCH S3 42MM BLEU SPORT LOOP,ND,07 - Other,Smart Watch,Accessory,Apple,Apple,Apple,Blue,APPLE CANADA,MQWF2AM/A,1.90E+11,CAD,$69.99,$54.99
NSMT2028,APPLEWATCHS338MMCASEMATE LINKEDBANDRSGLD,APPLEWATCHS338MMCASEMATE LINKEDBANDRSGLD,ND,07 - Other,Smart Watch,Accessory,Case-Mate,Apple,Apple,Rose Gold,SALMON CAPITAL CORPORATION,CM036680,8.46E+11,CAD,$64.99,$74.99
NSMT2029,APPLEWATCHS338MMCASEMATE PEBBLDLEATHRBLK,APPLEWATCHS338MMCASEMATE PEBBLDLEATHRBLK,ND,07 - Other,Smart Watch,Accessory,Case-Mate,Apple,Apple,Black,SALMON CAPITAL CORPORATION,CM036944,8.46E+11,CAD,$59.99,$69.99
NSMT2030,APPLEWATCHS342MMCASEMATE LINKED BLKGREY,APPLEWATCHS342MMCASEMATE LINKED BLKGREY,ND,07 - Other,Smart Watch,Accessory,Case-Mate,Apple,Apple,Grey,SALMON CAPITAL CORPORATION,CM034064,8.46E+11,CAD,$64.99,$74.99
NSMT2031,APPLEWATCHS342MMCASEMATE LEATHRBAND TBCO,Bracelet de montre en cuir de Case-Mate de 42 mm - tobacco,ND,07 - Other,Smart Watch,Accessory,Case-Mate,Apple,Apple,Tobacco,SALMON CAPITAL CORPORATION,CM034430,8.46E+11,CAD,$59.99,$49.99
NSMT2032,"FITBIT IONIC, CHARCOAL, SMOKE GRAY","Fitbit Ionic, Charbon et gris graphite",ND,06 - Health & Fitness,Fitness,Smartwatch,Fitbit,Universal,Universal,Charcoal,MICROCEL TECHNICAL SERVICES,FB503GYBKFRCA,8.16E+11,CAD,$399.99,$299.99
NSMT2033,"FITBIT IONIC, BLUE GRAY, SILVER","Fitbit Ionic, Bleu gris et argenté",ZZ,06 - Health & Fitness,Fitness,Smartwatch,Fitbit,Universal,Universal,Blue Grey,MICROCEL TECHNICAL SERVICES,FB503WTGYGRCA,8.16E+11,CAD,$399.99,$299.99
NSMT2034,Garmin vivofit jr 2 Minnie Mouse Adjustable,Garmin vivofit jr 2 Minnie Mouse Adjustable,ZZ,06 - Health & Fitness,Fitness,Tracker,Garmin,Universal,Universal,Multi-colour,LIBRATEL,010-01909-10,7.54E+11,CAD,$129.99,$109.99
NSMT2035,Garmin vivofit jr 2 The Resistance Adjustable,Garmin vivofit jr 2 The Resistance Adjustable,ZZ,06 - Health & Fitness,Fitness,Tracker,Garmin,Universal,Universal,Multi-colour,LIBRATEL,010-01909-11,7.54E+11,CAD,$129.99,$109.99
NSMT2036,FITBIT VERSA ROSE GOLD CASE PEACH BAND,Fitbit Versa Or Rose bracelet peche,ZZ,06 - Health & Fitness,Fitness,Smartwatch,Fitbit,Universal,Universal,Gold,MICROCEL TECHNICAL SERVICES,FB504RGPKCALA,8.16E+11,CAD,$249.99,$219.99
NSMT2037,FITBIT VERSA BLACK CASE BLACK BAND,Fitbit Versa Noir bracelet Noir,ND,06 - Health & Fitness,Fitness,Smartwatch,Fitbit,Universal,Universal,Black,MICROCEL TECHNICAL SERVICES,FB504GMBKCALA,8.16E+11,CAD,$249.99,$219.99
NSMT2038,Fitbit Charge 3 SE Rose Gold with Purple Band,Fitbit Charge 3 SE Rose avec Bande Violet,ND,06 - Health & Fitness,Fitness,Tracker,Fitbit,Universal,Universal,,MICROCEL TECHNICAL SERVICES,FB410RGLVCALA,8.11E+11,CAD,$219.99,$189.99
NSMT2039,Fitbit Charge 3 SE Graphite with White Band,Fitbit Charge 3 SE Graphite avec Bande Blanc,ZD,06 - Health & Fitness,Fitness,Tracker,Fitbit,Universal,Universal,Graphite/White,MICROCEL TECHNICAL SERVICES,FB410GMWTCALA,8.11E+11,CAD,$219.99,$189.99
NSMT2040,Fitbit Charge 3 Rose Gold with Blue Gray Band,Fitbit Charge 3 Rose avec Bande Gris Bleu,ZD,06 - Health & Fitness,Fitness,Tracker,Fitbit,Universal,Universal,Rose Gold/Blue Gray,MICROCEL TECHNICAL SERVICES,FB409RGGYCALA,8.11E+11,CAD,$199.99,$169.99
NSMT2041,Fitbit Charge 3 Graphite with Black Band,Fitbit Charge 3 Graphite avec Bande Noir,ZD,06 - Health & Fitness,Fitness,Tracker,Fitbit,Universal,Universal,Graphite/Black,MICROCEL TECHNICAL SERVICES,FB409GMBKCALA,8.11E+11,CAD,$199.99,$169.99
NSMT2042B,44mm Black Sport Band - S/M & M/L (Demo) Bulk,APPLE WATCH 44 NOIR SPORT DEMO BULK,ND,07 - Other,Smart Watch,Accessory,Apple,Apple,Apple Watch,Black,APPLE CANADA,3E047AM/A,,CAD,$0.00,$0.00
NSMT2042CSD,44mm Black Sport Band - S/M & M/L (Demo),APPLE WATCH 44 NOIR SPORT DEMO,ZD,07 - Other,Smart Watch,Accessory,Apple,Apple,Apple Watch,Black,APPLE CANADA,3E047AM/A,1.90E+11,CAD,$0.00,$0.00
NSMT2043B,40mm Pink Sand Sport Band - S/M & M/L - with Rose Gold Pin (Demo) Bulk,APPLE WATCH 40 ROSE SND RGPIN DEMO BULK,ND,07 - Other,Smart Watch,Accessory,Apple,Apple,Apple Watch,Pink,APPLE CANADA,3E313AM/A,,CAD,$0.00,$0.00
NSMT2043CSD,40mm Pink Sand Sport Band - S/M & M/L - with Rose Gold Pin (Demo),APPLE WATCH 40 ROSE SND RGPIN SPT DEMO,ZD,07 - Other,Smart Watch,Accessory,Apple,Apple,Apple Watch,Pink,APPLE CANADA,3E313AM/A,1.90E+11,CAD,$0.00,$0.00
NSMT2044,Apple Watch 40mm Black Sport Band,APPLE WATCH 40MM NOIR SPORT BAND,ND,07 - Other,Smart Watch,Accessory,Apple,Apple,Watch Band,Black,APPLE CANADA,MTP62AM/A,1.90E+11,CAD,$68.99,$68.99
NSMT2044,Apple Watch 40mm Black Sport Band,Apple Watch 40mm Noir Sport Band,ND,07 - Other,Smart Watch,Accessory,Apple,Apple,Watch Band,Black,APPLE CANADA,MTP62AM/A,1.90E+11,CAD,$68.99,$68.99
NSMT2045,Apple Watch 40mm Pink Sand Sport Band,APPLE WATCH 40MM ROSE SAND SPORT BAND,ND,07 - Other,Smart Watch,Accessory,Apple,Apple,Watch Band,Pink,APPLE CANADA,MTP72AM/A,1.90E+11,CAD,$68.99,$79.99
NSMT2045,Apple Watch 40mm Pink Sand Sport Band,Apple Watch 40mm Rose Sand Sport Band,ND,07 - Other,Smart Watch,Accessory,Apple,Apple,Watch Band,Pink,APPLE CANADA,MTP72AM/A,1.90E+11,CAD,$68.99,$79.99
NSMT2046,Apple Watch 40mm MNT Blue Sport Band,APPLE WATCH 40MM BLEU SPORT BAND,ZZ,07 - Other,Smart Watch,Accessory,Apple,Apple,Watch Band,Mint Blue,APPLE CANADA,MTPH2AM/A,1.90E+11,CAD,$68.99,$79.99
NSMT2046,Apple Watch 40mm MNT Blue Sport Band,Apple Watch 40mm Bleu Sport Band,ZZ,07 - Other,Smart Watch,Accessory,Apple,Apple,Watch Band,Mint,APPLE CANADA,MTPH2AM/A,1.90E+11,CAD,$68.99,$79.99
NSMT2047,Apple Watch 44mm Black Sport Band,APPLE WATCH 44MM NOIR SPORT BAND,ZZ,07 - Other,Smart Watch,Accessory,Apple,Apple,Watch Band,Black,APPLE CANADA,MTPL2AM/A,1.90E+11,CAD,$68.99,$79.99
NSMT2047,Apple Watch 44mm Black Sport Band,Apple Watch 44mm Noir Sport Band,ZZ,07 - Other,Smart Watch,Accessory,Apple,Apple,Watch Band,Black,APPLE CANADA,MTPL2AM/A,1.90E+11,CAD,$68.99,$79.99
NSMT2048,Apple Watch 44mm Pink Sand Sport Band,APPLE WATCH 44MM ROSE SAND SPORT BAND,ND,07 - Other,Smart Watch,Accessory,Apple,Apple,Watch Band,Pink,APPLE CANADA,MTPM2AM/A,1.90E+11,CAD,$68.99,$68.99
NSMT2048,Apple Watch 44mm Pink Sand Sport Band,Apple Watch 44mm Rose Sand Sport Band,ND,07 - Other,Smart Watch,Accessory,Apple,Apple,Watch Band,Pink,APPLE CANADA,MTPM2AM/A,1.90E+11,CAD,$68.99,$68.99
NSMT2049,Apple Watch 44mm MNT Blue Sport Band,APPLE WATCH 44MM BLEU SPORT BAND,ZZ,07 - Other,Smart Watch,Accessory,Apple,Apple,Watch Band,Mint Blue,APPLE CANADA,MTPX2AM/A,1.90E+11,CAD,$68.99,$79.99
NSMT2049,Apple Watch 44mm MNT Blue Sport Band,Apple Watch 44mm Bleu Sport Band,ZZ,07 - Other,Smart Watch,Accessory,Apple,Apple,Watch Band,Mint,APPLE CANADA,MTPX2AM/A,1.90E+11,CAD,$68.99,$79.99
NSMT2050B,Huawei Watch 2 GWP Bulk,Huawei Watch 2 GWP Bulk,ND,07 - Other,Smart Watch,Conn Smart Watch,Huawei,Huawei,Huawei ,,HUAWEI,55021796,,CAD,$0.00,$0.00
NSMT2050GWP,Huawei Watch 2 GWP,Huawei Watch 2 GWP,ZD,07 - Other,Smart Watch,Conn Smart Watch,Huawei,Huawei,Huawei ,,HUAWEI,55021796,8.87E+11,CAD,$0.00,$0.00
NSMT2052,Casemate Apple Watch Bumper 38-40mm,Casemate Apple Watch Protecteur 38-40mm,ND,07 - Other,Smart Watch,Accessory,Case-Mate,Apple Watch,Watch Bumper,Clear,SALMON CAPITAL CORPORATION,CM038394,8.46E+11,CAD,$19.99,$24.99
NSMT2053,Casemate Apple Watch Bumper 42-44mm,Casemate Apple Watch Protecteur 42-44mm,ND,07 - Other,Smart Watch,Accessory,Case-Mate,Apple Watch,Watch Bumper,Clear,SALMON CAPITAL CORPORATION,CM038396,8.46E+11,CAD,$19.99,$24.99
NSMT2054,Fitbit Inspire HR Lilac,Fitbit Inspire HR Lilas,ZD,06 - Health & Fitness,Fitness,Tracker,Fitbit,Universal,Universal,Black,MICROCEL TECHNICAL SERVICES,FB413LVLVFRCJK,8.11E+11,CAD,$129.99,$129.99
NSMT2054GWP,HUAWEI WATCH GT CLASSIC GWP,HUAWEI WATCH GT CLASSIC GWP,ND,07 - Other,Smart Watch,Conn Smart Watch,Huawei,Huawei,Universal,,HUAWEI,55023263,8.87E+11,CAD,$0.00,$0.00
NSMT2055,Fitbit Inspire HR Black,Fitbit Inspire HR Noir,ZD,06 - Health & Fitness,Fitness,Tracker,Fitbit,Universal,Universal,Purple,MICROCEL TECHNICAL SERVICES,FB413BKBKFRCJK,8.11E+11,CAD,$129.99,$129.99
NSMT2055GWP,HUAWEI BAND 3 PRO GWP,HUAWEI BAND 3 PRO GWP,ND,07 - Other,Smart Watch,Conn Smart Watch,Huawei,Huawei,Universal,,HUAWEI,55023082,8.87E+11,CAD,$0.00,$0.00
NSMT2056,Fitbit Versa Lite White and Silver,Fitbit Versa Lite Blanc et Argent,ZD,06 - Health & Fitness,Fitness,Smartwatch,Fitbit,Universal,Universal,White,MICROCEL TECHNICAL SERVICES,FB415SRWTFRCJK,8.11E+11,CAD,$199.99,$199.99
NSMT2057,Fitbit Versa Lite Lilac and Silver,Fitbit Versa Lite Lilas et Argent,ZD,06 - Health & Fitness,Fitness,Smartwatch,Fitbit,Universal,Universal,Purple,MICROCEL TECHNICAL SERVICES,FB415SRLVFRCJK,8.11E+11,CAD,$199.99,$199.99
NSMT2058,Fitbit Versa 2 Carbon Black - Black Band,Fitbit Versa 2 Carbone Noir - Bande Noir,ZD,06 - Health & Fitness,Fitness,Smartwatch,Fitbit,Universal,Universal,Black,MICROCEL TECHNICAL SERVICES,FB507BKBKFRCJK,8.11E+11,CAD,$274.99,$249.99
NSMT2059,Fitbit Versa 2 Copper Rose - Pink Band,Fitbit Versa 2 Cuivre Rose - Bande Rose,ZD,06 - Health & Fitness,Fitness,Smartwatch,Fitbit,Universal,Universal,Pink,MICROCEL TECHNICAL SERVICES,FB507RGPKFRCJK,8.11E+11,CAD,$274.99,$249.99
NSMT2060,Fitbit Versa Lite Silver - Black Band,Fitbit Versa Lite Argent -  Bande Noir,ZD,06 - Health & Fitness,Fitness,Smartwatch,Fitbit,Universal,Universal,Black,MICROCEL TECHNICAL SERVICES,FB415SRGYFRCJK,8.11E+11,CAD,$219.99,$199.99
NSMT2061,Laut Oxford Leather Black 44/42,Laut Oxford Leather Noir 44/42,ZZ,07 - Other,Smart Watch,Accessory,Laut,Apple,Apple Watch,Black,ATLANTIA HOLDING INC,LAUT_AWL_OX_BK,4.90E+12,CAD,$64.99,$64.99
